PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
284,1,2,"Passenger, Mr. Synthetic283",male,50.23,2,0,TICK100283,28.5162,nan,S
285,0,3,"Passenger, Mr. Synthetic284",male,24.71,0,0,TICK100284,10.5123,E89,S
286,0,2,"Passenger, Mr. Synthetic285",male,20.69,1,0,TICK100285,15.3903,nan,S
287,1,1,"Passenger, Mr. Synthetic286",male,24.44,4,0,TICK100286,54.1695,nan,C
288,0,2,"Passenger, Mr. Synthetic287",male,36.14,1,0,TICK100287,59.0468,nan,S
289,0,3,"Passenger, Mr. Synthetic288",male,27.53,0,2,TICK100288,23.1254,D76,S
290,0,1,"Passenger, Mrs. Synthetic289",female,,1,0,TICK100289,41.3927,nan,S
291,0,3,"Passenger, Mr. Synthetic290",male,49.54,0,0,TICK100290,87.3653,nan,C
292,1,1,"Passenger, Mrs. Synthetic291",female,27.4,0,0,TICK100291,57.8234,nan,S
293,0,3,"Passenger, Mr. Synthetic292",male,61.19,1,0,TICK100292,20.0388,D11,S
294,0,1,"Passenger, Mr. Synthetic293",male,30.27,1,2,TICK100293,36.8149,nan,S
295,0,3,"Passenger, Mrs. Synthetic294",female,53.99,0,0,TICK100294,14.988,nan,S
296,0,3,"Passenger, Mrs. Synthetic295",female,34.0,0,0,TICK100295,27.1256,nan,S
297,0,3,"Passenger, Mr. Synthetic296",male,42.48,1,3,TICK100296,27.1163,A10,C
298,0,3,"Passenger, Mr. Synthetic297",male,18.86,1,0,TICK100297,50.5554,nan,S
299,0,3,"Passenger, Mr. Synthetic298",male,17.05,0,0,TICK100298,7.6525,nan,S
300,0,3,"Passenger, Mr. Synthetic299",male,35.44,1,0,TICK100299,51.7417,nan,S
301,0,3,"Passenger, Mr. Synthetic300",male,42.84,0,0,TICK100300,36.4384,nan,C
302,1,1,"Passenger, Mr. Synthetic301",male,29.56,0,0,TICK100301,33.444,nan,C
303,0,3,"Passenger, Mr. Synthetic302",male,10.99,0,0,TICK100302,9.3177,nan,C
304,0,3,"Passenger, Mr. Synthetic303",male,9.96,3,2,TICK100303,36.1023,E87,S
305,0,3,"Passenger, Mrs. Synthetic304",female,9.02,0,2,TICK100304,23.1838,nan,C
306,0,3,"Passenger, Mrs. Synthetic305",female,4.25,0,0,TICK100305,5.3408,F32,S
307,0,2,"Passenger, Mr. Synthetic306",male,30.53,0,0,TICK100306,28.771,nan,S
308,0,3,"Passenger, Mr. Synthetic307",male,,1,0,TICK100307,39.0878,nan,S
309,0,2,"Passenger, Mr. Synthetic308",male,28.81,0,0,TICK100308,48.2632,nan,C
310,0,1,"Passenger, Mr. Synthetic309",male,0.42,0,0,TICK100309,46.7284,D87,S
311,0,3,"Passenger, Mrs. Synthetic310",female,,4,0,TICK100310,37.573,A67,S
312,1,2,"Passenger, Mrs. Synthetic311",female,26.72,0,0,TICK100311,39.7715,nan,S
313,0,1,"Passenger, Mrs. Synthetic312",female,58.34,0,0,TICK100312,46.6049,nan,S
314,1,2,"Passenger, Mrs. Synthetic313",female,8.6,0,0,TICK100313,20.0975,nan,S
315,1,2,"Passenger, Mrs. Synthetic314",female,,1,0,TICK100314,50.3359,F61,S
316,1,2,"Passenger, Mrs. Synthetic315",female,52.88,0,0,TICK100315,32.41,F66,C
317,1,2,"Passenger, Mr. Synthetic316",male,35.3,0,1,TICK100316,57.0004,nan,S
318,0,3,"Passenger, Mr. Synthetic317",male,36.89,0,0,TICK100317,36.2886,nan,S
319,0,2,"Passenger, Mr. Synthetic318",male,30.6,1,1,TICK100318,11.1689,nan,S
320,0,3,"Passenger, Mr. Synthetic319",male,33.62,1,0,TICK100319,18.8644,nan,S
321,0,3,"Passenger, Mr. Synthetic320",male,39.89,0,1,TICK100320,14.4062,nan,Q
322,1,3,"Passenger, Mrs. Synthetic321",female,,0,0,TICK100321,10.2995,nan,S
323,1,2,"Passenger, Mr. Synthetic322",male,,1,0,TICK100322,37.141,nan,S
324,0,3,"Passenger, Mr. Synthetic323",male,9.78,0,2,TICK100323,9.0982,nan,S
325,0,3,"Passenger, Mr. Synthetic324",male,33.6,0,0,TICK100324,5.3268,nan,Q
326,0,3,"Passenger, Mr. Synthetic325",male,31.5,0,0,TICK100325,5.4312,nan,S
327,0,3,"Passenger, Mr. Synthetic326",male,20.37,0,0,TICK100326,6.2783,nan,C
328,0,3,"Passenger, Mrs. Synthetic327",female,28.68,0,0,TICK100327,26.0657,nan,S
329,0,3,"Passenger, Mr. Synthetic328",male,20.28,0,0,TICK100328,87.2101,nan,S
330,0,2,"Passenger, Mrs. Synthetic329",female,14.0,0,0,TICK100329,22.3728,E38,S
331,0,3,"Passenger, Mr. Synthetic330",male,24.05,0,1,TICK100330,54.208,nan,S
332,1,1,"Passenger, Mr. Synthetic331",male,13.54,1,0,TICK100331,26.2326,B74,S
333,0,3,"Passenger, Mr. Synthetic332",male,33.52,0,0,TICK100332,13.0652,B9,S
334,1,3,"Passenger, Mrs. Synthetic333",female,12.9,0,0,TICK100333,53.8407,B60,C
335,1,1,"Passenger, Mrs. Synthetic334",female,38.97,1,1,TICK100334,57.5619,nan,C
336,0,3,"Passenger, Mr. Synthetic335",male,12.46,0,0,TICK100335,38.4409,nan,C
337,1,1,"Passenger, Mrs. Synthetic336",female,21.07,1,0,TICK100336,66.779,nan,S
338,0,3,"Passenger, Mr. Synthetic337",male,20.26,0,0,TICK100337,89.0189,nan,S
339,1,1,"Passenger, Mrs. Synthetic338",female,47.55,1,0,TICK100338,54.3318,nan,Q
340,0,3,"Passenger, Mr. Synthetic339",male,,0,1,TICK100339,4.625,nan,S
341,0,1,"Passenger, Mr. Synthetic340",male,26.04,0,0,TICK100340,69.0766,C73,S
342,1,3,"Passenger, Mrs. Synthetic341",female,35.98,0,1,TICK100341,44.2038,nan,C
343,0,3,"Passenger, Mr. Synthetic342",male,,0,0,TICK100342,51.3763,nan,S
344,0,3,"Passenger, Mr. Synthetic343",male,28.4,0,0,TICK100343,11.1487,nan,S
345,0,3,"Passenger, Mr. Synthetic344",male,,1,0,TICK100344,24.7009,nan,C
346,0,3,"Passenger, Mr. Synthetic345",male,30.85,1,0,TICK100345,2.3606,nan,S
347,0,3,"Passenger, Mrs. Synthetic346",female,29.95,0,0,TICK100346,11.1627,D35,S
348,0,2,"Passenger, Mrs. Synthetic347",female,36.67,1,0,TICK100347,28.4913,nan,S
349,0,3,"Passenger, Mrs. Synthetic348",female,41.54,1,0,TICK100348,14.3109,nan,S
350,1,1,"Passenger, Mr. Synthetic349",male,,1,0,TICK100349,70.3199,nan,C
351,0,3,"Passenger, Mr. Synthetic350",male,5.45,1,0,TICK100350,13.9744,nan,S
352,0,1,"Passenger, Mr. Synthetic351",male,31.94,0,0,TICK100351,158.5882,F52,S
353,0,3,"Passenger, Mr. Synthetic352",male,,0,0,TICK100352,11.9379,B22,C
354,0,3,"Passenger, Mr. Synthetic353",male,47.37,0,0,TICK100353,22.4102,C4,S
355,1,3,"Passenger, Mrs. Synthetic354",female,24.59,2,0,TICK100354,2.3357,E70,C
356,0,3,"Passenger, Mrs. Synthetic355",female,1.92,0,0,TICK100355,26.3752,E54,S
357,1,3,"Passenger, Mrs. Synthetic356",female,11.25,0,0,TICK100356,14.9579,nan,S
358,0,3,"Passenger, Mr. Synthetic357",male,0.42,0,0,TICK100357,115.918,nan,S
359,0,3,"Passenger, Mr. Synthetic358",male,25.72,2,0,TICK100358,21.7865,nan,S
360,0,3,"Passenger, Mr. Synthetic359",male,26.36,0,0,TICK100359,2.3473,nan,C
361,0,3,"Passenger, Mr. Synthetic360",male,23.06,0,0,TICK100360,3.1295,B46,C
362,0,1,"Passenger, Mr. Synthetic361",male,44.1,1,0,TICK100361,22.651,nan,Q
363,1,1,"Passenger, Mr. Synthetic362",male,45.78,4,0,TICK100362,32.0914,D24,S
364,0,1,"Passenger, Mr. Synthetic363",male,26.61,0,2,TICK100363,30.6862,nan,C
365,1,3,"Passenger, Mrs. Synthetic364",female,0.42,1,0,TICK100364,105.4228,E87,S
366,1,2,"Passenger, Mr. Synthetic365",male,37.64,1,1,TICK100365,15.9023,nan,Q
367,0,3,"Passenger, Mrs. Synthetic366",female,36.78,0,0,TICK100366,32.7934,nan,S
368,0,3,"Passenger, Mr. Synthetic367",male,33.33,1,0,TICK100367,15.4692,nan,C
369,1,2,"Passenger, Mr. Synthetic368",male,42.74,0,0,TICK100368,44.1762,nan,S
370,0,3,"Passenger, Mr. Synthetic369",male,12.69,0,0,TICK100369,10.8004,nan,S
371,0,3,"Passenger, Mr. Synthetic370",male,57.12,0,2,TICK100370,1.9118,C13,C
372,1,2,"Passenger, Mr. Synthetic371",male,15.57,0,0,TICK100371,16.9924,nan,S
373,0,2,"Passenger, Mr. Synthetic372",male,39.49,0,2,TICK100372,23.0672,nan,S
374,0,2,"Passenger, Mrs. Synthetic373",female,5.38,0,0,TICK100373,77.6674,nan,Q
375,0,1,"Passenger, Mr. Synthetic374",male,15.98,0,1,TICK100374,57.604,nan,S
376,1,1,"Passenger, Mr. Synthetic375",male,50.23,0,2,TICK100375,27.2902,nan,S
377,0,3,"Passenger, Mr. Synthetic376",male,25.35,0,0,TICK100376,18.3544,nan,S
378,0,2,"Passenger, Mr. Synthetic377",male,40.76,0,0,TICK100377,21.4156,nan,S
379,1,2,"Passenger, Mr. Synthetic378",male,32.32,1,0,TICK100378,10.7107,nan,S
380,0,3,"Passenger, Mr. Synthetic379",male,27.53,1,0,TICK100379,4.8278,E60,Q
381,1,3,"Passenger, Mrs. Synthetic380",female,48.09,0,2,TICK100380,38.9957,E75,Q
382,0,3,"Passenger, Mrs. Synthetic381",female,25.69,2,0,TICK100381,27.8763,nan,S
383,1,3,"Passenger, Mrs. Synthetic382",female,4.07,0,0,TICK100382,14.9175,D50,S
384,0,3,"Passenger, Mr. Synthetic383",male,17.75,1,0,TICK100383,33.3192,C72,S
385,0,2,"Passenger, Mr. Synthetic384",male,36.72,0,0,TICK100384,64.1129,F70,C
386,1,3,"Passenger, Mrs. Synthetic385",female,34.54,1,3,TICK100385,51.9926,nan,S
387,0,3,"Passenger, Mr. Synthetic386",male,,4,0,TICK100386,4.3114,C7,S
388,0,3,"Passenger, Mr. Synthetic387",male,18.86,1,0,TICK100387,77.1877,C74,Q
389,1,1,"Passenger, Mr. Synthetic388",male,20.86,0,2,TICK100388,25.4713,nan,C
390,0,3,"Passenger, Mrs. Synthetic389",female,,0,0,TICK100389,40.9675,nan,S
391,0,3,"Passenger, Mr. Synthetic390",male,9.74,0,0,TICK100390,3.357,nan,S
392,0,1,"Passenger, Mrs. Synthetic391",female,20.2,0,0,TICK100391,27.1039,nan,S
393,0,3,"Passenger, Mrs. Synthetic392",female,18.8,1,0,TICK100392,41.9814,nan,S
394,0,3,"Passenger, Mr. Synthetic393",male,39.8,4,0,TICK100393,10.1023,nan,S
395,1,1,"Passenger, Mrs. Synthetic394",female,40.33,0,1,TICK100394,29.7055,nan,S
396,0,3,"Passenger, Mr. Synthetic395",male,26.96,0,0,TICK100395,81.9654,C20,S
397,0,3,"Passenger, Mr. Synthetic396",male,23.51,0,2,TICK100396,5.2643,nan,S
398,0,2,"Passenger, Mr. Synthetic397",male,30.96,0,1,TICK100397,38.6497,B41,S
399,1,3,"Passenger, Mrs. Synthetic398",female,17.57,0,1,TICK100398,55.5116,D69,S
400,0,2,"Passenger, Mr. Synthetic399",male,12.94,0,0,TICK100399,38.0108,nan,Q
401,0,2,"Passenger, Mr. Synthetic400",male,15.84,1,0,TICK100400,25.932,C71,S
402,0,3,"Passenger, Mr. Synthetic401",male,20.11,0,0,TICK100401,0.7122,A18,C
403,1,3,"Passenger, Mr. Synthetic402",male,12.71,0,0,TICK100402,35.456,nan,S
404,1,1,"Passenger, Mr. Synthetic403",male,31.27,0,0,TICK100403,55.0372,nan,S
405,1,3,"Passenger, Mr. Synthetic404",male,39.22,1,0,TICK100404,26.4071,C68,C
406,0,3,"Passenger, Mr. Synthetic405",male,6.78,1,0,TICK100405,25.4452,E25,S
407,1,2,"Passenger, Mrs. Synthetic406",female,29.35,0,0,TICK100406,47.0905,C52,S
408,1,3,"Passenger, Mr. Synthetic407",male,25.92,0,0,TICK100407,4.8415,nan,S
409,1,1,"Passenger, Mrs. Synthetic408",female,,0,0,TICK100408,34.2485,nan,S
410,0,3,"Passenger, Mr. Synthetic409",male,28.82,0,0,TICK100409,67.2633,nan,S
411,1,3,"Passenger, Mrs. Synthetic410",female,8.65,0,1,TICK100410,2.224,nan,S
412,0,3,"Passenger, Mr. Synthetic411",male,11.33,0,0,TICK100411,94.2856,nan,S
413,0,1,"Passenger, Mr. Synthetic412",male,29.41,2,1,TICK100412,65.0373,nan,S
414,1,3,"Passenger, Mrs. Synthetic413",female,43.4,0,1,TICK100413,13.2282,nan,S
415,0,1,"Passenger, Mr. Synthetic414",male,0.42,0,0,TICK100414,40.5601,F86,S
416,0,2,"Passenger, Mr. Synthetic415",male,33.84,0,0,TICK100415,48.0017,F51,S
417,0,1,"Passenger, Mrs. Synthetic416",female,45.65,2,0,TICK100416,22.5489,nan,S
418,0,3,"Passenger, Mrs. Synthetic417",female,26.86,4,0,TICK100417,23.1103,nan,S
419,0,1,"Passenger, Mr. Synthetic418",male,36.7,1,0,TICK100418,50.053,B37,S
420,0,3,"Passenger, Mr. Synthetic419",male,19.16,0,0,TICK100419,51.3101,nan,S
421,0,3,"Passenger, Mrs. Synthetic420",female,,0,1,TICK100420,56.305,nan,S
422,0,1,"Passenger, Mrs. Synthetic421",female,,1,2,TICK100421,109.9307,nan,S
423,1,1,"Passenger, Mrs. Synthetic422",female,0.42,1,1,TICK100422,43.4695,nan,S
424,1,1,"Passenger, Mr. Synthetic423",male,42.2,0,0,TICK100423,80.4235,nan,Q
425,0,3,"Passenger, Mrs. Synthetic424",female,15.21,0,0,TICK100424,9.2091,nan,Q
426,0,3,"Passenger, Mr. Synthetic425",male,,0,3,TICK100425,24.6085,F22,S
427,1,1,"Passenger, Mrs. Synthetic426",female,9.59,1,0,TICK100426,52.0057,E10,S
428,0,3,"Passenger, Mr. Synthetic427",male,9.26,1,0,TICK100427,18.0774,nan,S
429,1,1,"Passenger, Mrs. Synthetic428",female,26.57,0,0,TICK100428,47.8847,nan,C
430,0,3,"Passenger, Mr. Synthetic429",male,18.79,0,0,TICK100429,73.7731,F85,C
431,0,3,"Passenger, Mr. Synthetic430",male,34.29,0,0,TICK100430,33.4143,nan,S
432,1,3,"Passenger, Mrs. Synthetic431",female,35.34,0,0,TICK100431,21.3195,nan,S
433,0,3,"Passenger, Mr. Synthetic432",male,33.49,0,0,TICK100432,69.57,nan,S
434,0,3,"Passenger, Mrs. Synthetic433",female,32.34,1,0,TICK100433,75.5812,nan,C
435,0,1,"Passenger, Mr. Synthetic434",male,,0,0,TICK100434,46.2761,nan,C
436,0,1,"Passenger, Mr. Synthetic435",male,14.05,0,0,TICK100435,40.7067,nan,S
437,0,1,"Passenger, Mr. Synthetic436",male,28.23,0,0,TICK100436,72.8032,nan,S
438,0,3,"Passenger, Mr. Synthetic437",male,44.86,0,1,TICK100437,85.2359,F25,S
439,0,3,"Passenger, Mr. Synthetic438",male,46.7,0,0,TICK100438,17.498,nan,S
440,0,3,"Passenger, Mr. Synthetic439",male,9.1,0,0,TICK100439,18.8834,nan,Q
441,0,3,"Passenger, Mr. Synthetic440",male,24.63,0,0,TICK100440,55.6991,B64,S
442,1,1,"Passenger, Mrs. Synthetic441",female,48.01,1,0,TICK100441,41.847,nan,S
443,0,3,"Passenger, Mrs. Synthetic442",female,36.11,0,1,TICK100442,22.6766,nan,S
444,0,1,"Passenger, Mrs. Synthetic443",female,31.73,0,0,TICK100443,53.7912,D33,S
445,1,2,"Passenger, Mr. Synthetic444",male,25.95,0,0,TICK100444,14.5228,nan,C
446,0,3,"Passenger, Mr. Synthetic445",male,23.63,1,0,TICK100445,27.4898,nan,S
447,0,3,"Passenger, Mr. Synthetic446",male,33.04,0,0,TICK100446,3.0371,nan,C
448,0,3,"Passenger, Mrs. Synthetic447",female,25.47,1,3,TICK100447,2.6474,nan,S
449,1,1,"Passenger, Mrs. Synthetic448",female,28.4,2,1,TICK100448,66.6404,nan,S
450,0,3,"Passenger, Mr. Synthetic449",male,30.1,0,2,TICK100449,26.1049,nan,S
451,0,1,"Passenger, Mrs. Synthetic450",female,19.51,0,2,TICK100450,20.6073,nan,S
452,0,3,"Passenger, Mr. Synthetic451",male,,1,0,TICK100451,25.4143,nan,S
453,0,3,"Passenger, Mr. Synthetic452",male,69.8,0,1,TICK100452,30.1096,nan,S
454,1,1,"Passenger, Mr. Synthetic453",male,4.12,0,0,TICK100453,26.666,nan,S
455,0,1,"Passenger, Mr. Synthetic454",male,33.54,0,1,TICK100454,26.6343,nan,S
456,1,1,"Passenger, Mrs. Synthetic455",female,18.36,0,0,TICK100455,22.7884,nan,S
457,1,3,"Passenger, Mrs. Synthetic456",female,,0,0,TICK100456,17.7295,A70,S
458,0,3,"Passenger, Mr. Synthetic457",male,29.65,0,0,TICK100457,31.9136,nan,C
459,0,3,"Passenger, Mr. Synthetic458",male,39.67,0,1,TICK100458,108.0403,nan,Q
460,0,3,"Passenger, Mrs. Synthetic459",female,45.46,0,0,TICK100459,8.2888,nan,S
461,0,3,"Passenger, Mrs. Synthetic460",female,31.69,0,0,TICK100460,31.8236,nan,C
462,0,1,"Passenger, Mr. Synthetic461",male,44.85,2,0,TICK100461,36.5124,nan,C
463,0,3,"Passenger, Mr. Synthetic462",male,0.42,0,2,TICK100462,29.7107,C49,Q
464,0,2,"Passenger, Mr. Synthetic463",male,51.27,0,0,TICK100463,53.2296,C5,S
465,0,3,"Passenger, Mr. Synthetic464",male,34.25,0,0,TICK100464,15.3399,nan,S
466,0,3,"Passenger, Mrs. Synthetic465",female,44.09,0,0,TICK100465,2.8542,nan,S
467,1,3,"Passenger, Mr. Synthetic466",male,11.92,0,0,TICK100466,48.2461,nan,C
468,0,3,"Passenger, Mrs. Synthetic467",female,17.37,0,0,TICK100467,23.5148,nan,C
469,1,1,"Passenger, Mr. Synthetic468",male,,0,0,TICK100468,93.7373,nan,S
470,0,3,"Passenger, Mr. Synthetic469",male,28.76,0,1,TICK100469,6.6184,nan,S
471,0,2,"Passenger, Mrs. Synthetic470",female,32.96,0,2,TICK100470,14.4925,nan,C
472,0,3,"Passenger, Mr. Synthetic471",male,44.18,0,2,TICK100471,5.8113,nan,C
473,0,1,"Passenger, Mr. Synthetic472",male,4.29,0,0,TICK100472,150.2774,nan,S
474,1,1,"Passenger, Mrs. Synthetic473",female,42.63,0,0,TICK100473,78.5931,nan,S
475,1,2,"Passenger, Mrs. Synthetic474",female,29.12,0,0,TICK100474,19.7438,nan,S
476,0,2,"Passenger, Mr. Synthetic475",male,26.15,0,1,TICK100475,21.7203,nan,S
477,0,2,"Passenger, Mr. Synthetic476",male,8.4,0,0,TICK100476,41.5542,nan,S
478,0,3,"Passenger, Mr. Synthetic477",male,36.04,0,0,TICK100477,17.9672,F6,C
479,0,3,"Passenger, Mr. Synthetic478",male,,0,0,TICK100478,10.6336,nan,Q
480,0,2,"Passenger, Mr. Synthetic479",male,38.08,0,0,TICK100479,22.5542,nan,S
481,0,2,"Passenger, Mr. Synthetic480",male,8.11,2,0,TICK100480,76.3164,nan,S
482,0,1,"Passenger, Mrs. Synthetic481",female,29.75,0,0,TICK100481,55.6812,nan,S
483,0,3,"Passenger, Mrs. Synthetic482",female,27.33,0,0,TICK100482,66.6992,E46,S
484,1,2,"Passenger, Mrs. Synthetic483",female,45.37,0,0,TICK100483,94.8136,nan,S
485,0,1,"Passenger, Mrs. Synthetic484",female,26.5,4,0,TICK100484,54.1837,nan,S
486,1,2,"Passenger, Mrs. Synthetic485",female,19.28,0,1,TICK100485,41.6184,nan,S
487,0,3,"Passenger, Mrs. Synthetic486",female,21.91,0,0,TICK100486,5.1037,D29,S
488,1,1,"Passenger, Mrs. Synthetic487",female,46.82,4,0,TICK100487,43.1031,nan,S
489,0,3,"Passenger, Mr. Synthetic488",male,,0,1,TICK100488,11.5618,nan,C
490,1,3,"Passenger, Mr. Synthetic489",male,23.6,3,0,TICK100489,79.3957,nan,S
491,0,3,"Passenger, Mr. Synthetic490",male,,0,0,TICK100490,10.4651,nan,S
492,0,3,"Passenger, Mr. Synthetic491",male,,0,0,TICK100491,12.9926,nan,C
493,0,3,"Passenger, Mr. Synthetic492",male,34.44,0,1,TICK100492,81.5392,nan,S
494,0,2,"Passenger, Mr. Synthetic493",male,4.36,0,0,TICK100493,134.6687,nan,S
495,0,3,"Passenger, Mr. Synthetic494",male,39.53,2,0,TICK100494,31.8986,D79,S
496,0,3,"Passenger, Mr. Synthetic495",male,30.8,0,0,TICK100495,26.4922,nan,S
497,1,2,"Passenger, Mr. Synthetic496",male,62.42,4,0,TICK100496,20.8214,nan,S
498,1,3,"Passenger, Mrs. Synthetic497",female,13.6,0,0,TICK100497,46.9119,nan,S
499,0,2,"Passenger, Mrs. Synthetic498",female,27.56,0,0,TICK100498,32.1226,D46,S
500,0,3,"Passenger, Mr. Synthetic499",male,54.18,3,0,TICK100499,24.3631,nan,S
501,1,3,"Passenger, Mr. Synthetic500",male,45.68,0,1,TICK100500,21.4349,nan,S
502,0,3,"Passenger, Mr. Synthetic501",male,19.25,2,0,TICK100501,20.5944,E30,S
503,1,3,"Passenger, Mrs. Synthetic502",female,32.14,0,0,TICK100502,10.6134,B56,S
504,0,3,"Passenger, Mrs. Synthetic503",female,29.03,1,2,TICK100503,134.411,C17,S
505,0,3,"Passenger, Mr. Synthetic504",male,,0,0,TICK100504,42.6093,nan,C
506,1,3,"Passenger, Mrs. Synthetic505",female,19.22,0,3,TICK100505,130.2329,nan,S
507,0,2,"Passenger, Mr. Synthetic506",male,27.75,0,3,TICK100506,154.3779,nan,S
508,1,3,"Passenger, Mr. Synthetic507",male,6.63,0,2,TICK100507,14.8964,nan,S
509,1,3,"Passenger, Mrs. Synthetic508",female,30.89,0,0,TICK100508,21.2494,nan,S
510,0,1,"Passenger, Mr. Synthetic509",male,35.3,0,0,TICK100509,68.9316,nan,Q
511,0,1,"Passenger, Mr. Synthetic510",male,25.82,1,0,TICK100510,33.081,nan,S
512,1,3,"Passenger, Mr. Synthetic511",male,6.39,0,0,TICK100511,81.9184,D25,S
513,0,1,"Passenger, Mr. Synthetic512",male,42.84,1,1,TICK100512,40.5261,nan,C
514,1,2,"Passenger, Mrs. Synthetic513",female,,4,0,TICK100513,24.2871,nan,C
515,1,2,"Passenger, Mrs. Synthetic514",female,,0,1,TICK100514,27.2226,nan,S
516,0,1,"Passenger, Mr. Synthetic515",male,25.07,0,0,TICK100515,22.4934,nan,S
517,0,2,"Passenger, Mr. Synthetic516",male,,0,0,TICK100516,21.6193,nan,S
518,0,3,"Passenger, Mrs. Synthetic517",female,14.64,0,0,TICK100517,129.7034,nan,S
519,0,1,"Passenger, Mr. Synthetic518",male,21.47,0,0,TICK100518,37.1392,nan,S
520,1,3,"Passenger, Mrs. Synthetic519",female,46.2,1,0,TICK100519,15.1576,D59,S
521,0,3,"Passenger, Mrs. Synthetic520",female,20.05,0,0,TICK100520,28.8208,nan,C
522,0,2,"Passenger, Mr. Synthetic521",male,37.96,0,1,TICK100521,37.4349,nan,S
523,1,1,"Passenger, Mrs. Synthetic522",female,21.46,1,0,TICK100522,23.955,nan,S
524,0,3,"Passenger, Mr. Synthetic523",male,32.47,0,0,TICK100523,34.3221,C26,S
525,1,1,"Passenger, Mr. Synthetic524",male,27.02,0,0,TICK100524,23.8509,nan,S
526,0,2,"Passenger, Mr. Synthetic525",male,41.22,0,0,TICK100525,17.3204,nan,S
527,0,3,"Passenger, Mr. Synthetic526",male,21.51,1,0,TICK100526,1.8929,nan,C
528,1,3,"Passenger, Mrs. Synthetic527",female,6.98,0,0,TICK100527,49.1094,E64,S
529,0,3,"Passenger, Mrs. Synthetic528",female,9.65,0,1,TICK100528,40.3169,nan,S
530,1,2,"Passenger, Mrs. Synthetic529",female,21.55,0,0,TICK100529,23.9144,nan,S
531,0,3,"Passenger, Mrs. Synthetic530",female,11.51,0,0,TICK100530,34.6737,nan,S
532,1,3,"Passenger, Mr. Synthetic531",male,34.74,0,0,TICK100531,71.2921,nan,S
533,1,2,"Passenger, Mr. Synthetic532",male,,0,0,TICK100532,16.0209,nan,Q
534,1,3,"Passenger, Mrs. Synthetic533",female,62.24,4,1,TICK100533,15.2179,nan,S
535,0,1,"Passenger, Mrs. Synthetic534",female,,0,0,TICK100534,23.5309,nan,S
536,1,1,"Passenger, Mr. Synthetic535",male,31.85,1,1,TICK100535,20.5033,nan,Q
537,0,3,"Passenger, Mr. Synthetic536",male,13.21,0,0,TICK100536,5.5176,nan,S
538,1,1,"Passenger, Mr. Synthetic537",male,22.09,0,0,TICK100537,52.0747,nan,Q
539,0,1,"Passenger, Mr. Synthetic538",male,,0,0,TICK100538,45.386,nan,S
540,1,3,"Passenger, Mrs. Synthetic539",female,0.42,0,0,TICK100539,16.8168,A16,S
541,1,3,"Passenger, Mr. Synthetic540",male,32.32,1,3,TICK100540,28.3732,F49,Q
542,0,3,"Passenger, Mrs. Synthetic541",female,,2,0,TICK100541,60.2813,nan,S
543,1,3,"Passenger, Mrs. Synthetic542",female,,1,1,TICK100542,26.7854,nan,S
544,0,3,"Passenger, Mrs. Synthetic543",female,,0,1,TICK100543,44.4461,nan,S
545,0,1,"Passenger, Mr. Synthetic544",male,43.35,1,0,TICK100544,40.4257,nan,S
546,0,2,"Passenger, Mr. Synthetic545",male,26.7,0,0,TICK100545,11.443,nan,S
547,1,2,"Passenger, Mrs. Synthetic546",female,20.87,2,0,TICK100546,27.0429,nan,S
548,0,1,"Passenger, Mrs. Synthetic547",female,0.42,0,0,TICK100547,82.6478,nan,S
549,0,3,"Passenger, Mr. Synthetic548",male,37.97,0,1,TICK100548,29.2993,B38,S
550,1,2,"Passenger, Mrs. Synthetic549",female,27.42,0,0,TICK100549,155.7719,nan,S
551,0,3,"Passenger, Mr. Synthetic550",male,14.82,0,2,TICK100550,31.8479,E53,S
552,1,1,"Passenger, Mrs. Synthetic551",female,30.77,0,0,TICK100551,72.426,nan,S
553,1,1,"Passenger, Mr. Synthetic552",male,20.83,2,0,TICK100552,77.8077,nan,S
554,0,3,"Passenger, Mr. Synthetic553",male,21.6,1,0,TICK100553,24.6269,nan,S
555,0,1,"Passenger, Mr. Synthetic554",male,,3,0,TICK100554,40.6875,nan,S
556,0,1,"Passenger, Mr. Synthetic555",male,10.26,0,2,TICK100555,51.9891,nan,S
557,0,2,"Passenger, Mr. Synthetic556",male,43.66,0,0,TICK100556,66.2734,F16,S
558,0,3,"Passenger, Mr. Synthetic557",male,9.43,0,3,TICK100557,44.5268,nan,S
559,0,3,"Passenger, Mr. Synthetic558",male,19.72,0,1,TICK100558,42.086,F50,S
560,0,3,"Passenger, Mrs. Synthetic559",female,55.92,0,1,TICK100559,5.6006,nan,Q
561,0,1,"Passenger, Mr. Synthetic560",male,44.78,0,0,TICK100560,36.6535,nan,Q
562,1,2,"Passenger, Mrs. Synthetic561",female,30.37,0,1,TICK100561,48.8375,D33,S
563,1,3,"Passenger, Mrs. Synthetic562",female,15.83,0,0,TICK100562,20.8931,nan,Q
564,0,3,"Passenger, Mr. Synthetic563",male,21.59,0,1,TICK100563,80.9401,nan,C
565,1,3,"Passenger, Mr. Synthetic564",male,30.03,0,0,TICK100564,1.9036,D5,S
566,0,3,"Passenger, Mrs. Synthetic565",female,29.53,0,0,TICK100565,11.9024,C38,C
567,0,3,"Passenger, Mrs. Synthetic566",female,27.73,2,0,TICK100566,1.6575,nan,S
